""	"sample"	"ASV"	"relative_abundance"	"Coral.tag"	"Complete_sets"	"Proportion_TissueLost_Jan21"	"Proportion_TissueLost_End"	"Treatment"	"Site"	"Coral.species"	"Condition"	"Probiotic"	"Collection.month"	"Collection.year"	"sampled"	"Sequencing.Run"
"1098"	"BS2-2079-HD-A"	"Endozoicomonas_ASV3"	0.001199161	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1099"	"BS2-2079-HD-A"	"Vibrio_ASV2"	0.107724593	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1100"	"BS2-2079-HD-A"	"Nautella_ASV1"	0.005096432	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1101"	"BS2-2079-HD-A"	"Endozoicomonas_ASV2"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1102"	"BS2-2079-HD-A"	"Psychrobium_ASV1"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1103"	"BS2-2079-HD-A"	"Vibrio_ASV1"	0.014289997	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1104"	"BS2-2079-HD-A"	"Endozoicomonas_ASV1"	0.358748876	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1105"	"BS2-2079-HD-A"	"Halomonas_ASV2"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1106"	"BS2-2079-HD-A"	"Enhydrobacter_ASV1"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1107"	"BS2-2079-HD-A"	"Thalassobius_ASV1"	0.004796642	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1108"	"BS2-2079-HD-A"	"Halomonas_ASV1"	0.023383631	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1109"	"BS2-2079-HD-A"	"Pseudoalteromonas_ASV1"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1110"	"BS2-2079-HD-A"	"Other_n.716"	0.30678525	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1111"	"BS2-2079-HD-A"	"Ruegeria_ASV1"	0	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1112"	"BS2-2079-HD-A"	"Photobacterium_ASV1"	0.009793145	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1113"	"BS2-2079-HD-A"	"Halodesulfovibrio_ASV1"	0.017387829	2079	"yes"	24.7	100	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1114"	"BS2-2079-HD-D"	"Halodesulfovibrio_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1115"	"BS2-2079-HD-D"	"Vibrio_ASV4"	0.001820996	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1116"	"BS2-2079-HD-D"	"Renibacterium_ASV1"	0.002458345	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1117"	"BS2-2079-HD-D"	"Vibrio_ASV3"	0.015023218	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1118"	"BS2-2079-HD-D"	"Other_n.716"	0.459528362	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1119"	"BS2-2079-HD-D"	"Endozoicomonas_ASV1"	0.005189839	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1120"	"BS2-2079-HD-D"	"Ruegeria_ASV1"	0.00919603	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1121"	"BS2-2079-HD-D"	"Vibrio_ASV2"	0.028953838	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1122"	"BS2-2079-HD-D"	"Pseudoalteromonas_ASV1"	0.027041792	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1123"	"BS2-2079-HD-D"	"Halomonas_ASV2"	0.021669853	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1124"	"BS2-2079-HD-D"	"Nautella_ASV1"	0.113812255	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1125"	"BS2-2079-HD-D"	"Thalassobius_ASV1"	0.115451152	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1126"	"BS2-2079-HD-D"	"Halomonas_ASV1"	0.040061914	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1127"	"BS2-2079-HD-D"	"Photobacterium_ASV1"	0.009924429	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1128"	"BS2-2079-HD-D"	"Vibrio_ASV1"	0.053082036	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1129"	"BS2-2079-HD-D"	"Pseudoalteromonas_ASV2"	0.014932168	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1130"	"BS2-2079-HD-D"	"Psychrobium_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1131"	"BS2-2079-HD-D"	"Endozoicomonas_ASV2"	0.045980151	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1132"	"BS2-2079-HD-D"	"Roseibacillus_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1133"	"BS2-2079-HD-D"	"Enhydrobacter_ASV1"	0.001820996	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1134"	"BS2-2079-HD-D"	"Endozoicomonas_ASV3"	0.034052627	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1135"	"BS2-2079-HD-O"	"Photobacterium_ASV1"	0.001408609	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1136"	"BS2-2079-HD-O"	"Ruegeria_ASV1"	0.005240027	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1137"	"BS2-2079-HD-O"	"Endozoicomonas_ASV2"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1138"	"BS2-2079-HD-O"	"Other_n.716"	0.059556006	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1139"	"BS2-2079-HD-O"	"Psychrobium_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1140"	"BS2-2079-HD-O"	"Halomonas_ASV2"	0.0280595	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1141"	"BS2-2079-HD-O"	"Pseudoalteromonas_ASV1"	0.152298851	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1142"	"BS2-2079-HD-O"	"Endozoicomonas_ASV3"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1143"	"BS2-2079-HD-O"	"Pseudoalteromonas_ASV2"	0.116858238	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1144"	"BS2-2079-HD-O"	"Vibrio_ASV1"	0.007099391	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1145"	"BS2-2079-HD-O"	"Thalassobius_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1146"	"BS2-2079-HD-O"	"Nautella_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1147"	"BS2-2079-HD-O"	"Renibacterium_ASV1"	0.028566599	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1148"	"BS2-2079-HD-O"	"Vibrio_ASV4"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1149"	"BS2-2079-HD-O"	"Halodesulfovibrio_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1150"	"BS2-2079-HD-O"	"Endozoicomonas_ASV1"	0.001183232	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1151"	"BS2-2079-HD-O"	"Vibrio_ASV2"	0.001633987	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1152"	"BS2-2079-HD-O"	"Enhydrobacter_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1153"	"BS2-2079-HD-O"	"Vibrio_ASV3"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1154"	"BS2-2079-HD-O"	"Halomonas_ASV1"	0.59809556	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1155"	"BS2-2079-HD-O"	"Roseibacillus_ASV1"	0	2079	"yes"	24.7	100	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1156"	"BS2-2091-DD-A"	"Pseudoalteromonas_ASV2"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1157"	"BS2-2091-DD-A"	"Vibrio_ASV3"	0.029961478	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1158"	"BS2-2091-DD-A"	"Pseudoalteromonas_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1159"	"BS2-2091-DD-A"	"Endozoicomonas_ASV2"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1160"	"BS2-2091-DD-A"	"Endozoicomonas_ASV1"	0.090835592	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1161"	"BS2-2091-DD-A"	"Halomonas_ASV2"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1162"	"BS2-2091-DD-A"	"Thalassobius_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1163"	"BS2-2091-DD-A"	"Vibrio_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1164"	"BS2-2091-DD-A"	"Vibrio_ASV4"	0.093879298	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1165"	"BS2-2091-DD-A"	"Nautella_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1166"	"BS2-2091-DD-A"	"Psychrobium_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1167"	"BS2-2091-DD-A"	"Photobacterium_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1168"	"BS2-2091-DD-A"	"Endozoicomonas_ASV3"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1169"	"BS2-2091-DD-A"	"Halodesulfovibrio_ASV1"	0.082798307	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1170"	"BS2-2091-DD-A"	"Enhydrobacter_ASV1"	0.000618253	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1171"	"BS2-2091-DD-A"	"Renibacterium_ASV1"	0.03172112	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1172"	"BS2-2091-DD-A"	"Vibrio_ASV2"	0.079088791	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1173"	"BS2-2091-DD-A"	"Halomonas_ASV1"	0.001046274	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1174"	"BS2-2091-DD-A"	"Roseibacillus_ASV1"	0.049555334	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1175"	"BS2-2091-DD-A"	"Other_n.716"	0.540495553	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1176"	"BS2-2091-DD-A"	"Ruegeria_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1177"	"BS2-2091-DD-D"	"Vibrio_ASV4"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1178"	"BS2-2091-DD-D"	"Pseudoalteromonas_ASV1"	0.00720563	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1179"	"BS2-2091-DD-D"	"Halomonas_ASV1"	0.004680292	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1180"	"BS2-2091-DD-D"	"Vibrio_ASV3"	0.001481531	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1181"	"BS2-2091-DD-D"	"Ruegeria_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1182"	"BS2-2091-DD-D"	"Vibrio_ASV2"	0.008687161	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1183"	"BS2-2091-DD-D"	"Endozoicomonas_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1184"	"BS2-2091-DD-D"	"Thalassobius_ASV1"	0.147715411	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1185"	"BS2-2091-DD-D"	"Pseudoalteromonas_ASV2"	0.013468467	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1186"	"BS2-2091-DD-D"	"Photobacterium_ASV1"	0.002323311	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1187"	"BS2-2091-DD-D"	"Vibrio_ASV1"	0.004478265	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1188"	"BS2-2091-DD-D"	"Halodesulfovibrio_ASV1"	0.003804842	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1189"	"BS2-2091-DD-D"	"Endozoicomonas_ASV2"	0.057443012	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1190"	"BS2-2091-DD-D"	"Psychrobium_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1191"	"BS2-2091-DD-D"	"Other_n.716"	0.576753426	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1192"	"BS2-2091-DD-D"	"Enhydrobacter_ASV1"	0.005656756	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1193"	"BS2-2091-DD-D"	"Nautella_ASV1"	0.118960234	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1194"	"BS2-2091-DD-D"	"Roseibacillus_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1195"	"BS2-2091-DD-D"	"Halomonas_ASV2"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1196"	"BS2-2091-DD-D"	"Endozoicomonas_ASV3"	0.047341661	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1197"	"BS2-2091-DD-D"	"Renibacterium_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	2021	"Two months after treatment"	"NS2211"
"1198"	"BS2-2091-DD-O"	"Ruegeria_ASV1"	0.001345296	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1199"	"BS2-2091-DD-O"	"Psychrobium_ASV1"	0.000208426	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1200"	"BS2-2091-DD-O"	"Other_n.716"	0.184381306	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1201"	"BS2-2091-DD-O"	"Pseudoalteromonas_ASV2"	0.003382187	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1202"	"BS2-2091-DD-O"	"Endozoicomonas_ASV1"	0.000942654	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1203"	"BS2-2091-DD-O"	"Renibacterium_ASV1"	7.11e-05	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1204"	"BS2-2091-DD-O"	"Vibrio_ASV1"	0.571456993	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1205"	"BS2-2091-DD-O"	"Endozoicomonas_ASV2"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1206"	"BS2-2091-DD-O"	"Pseudoalteromonas_ASV1"	0.001084763	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1207"	"BS2-2091-DD-O"	"Enhydrobacter_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1208"	"BS2-2091-DD-O"	"Nautella_ASV1"	0.000450011	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1209"	"BS2-2091-DD-O"	"Halodesulfovibrio_ASV1"	5.68e-05	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1210"	"BS2-2091-DD-O"	"Roseibacillus_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1211"	"BS2-2091-DD-O"	"Vibrio_ASV3"	0.02133999	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1212"	"BS2-2091-DD-O"	"Vibrio_ASV4"	0.004864855	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1213"	"BS2-2091-DD-O"	"Halomonas_ASV1"	0.001804781	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1214"	"BS2-2091-DD-O"	"Photobacterium_ASV1"	0.015575114	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1215"	"BS2-2091-DD-O"	"Thalassobius_ASV1"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1216"	"BS2-2091-DD-O"	"Vibrio_ASV2"	0.192543083	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1217"	"BS2-2091-DD-O"	"Endozoicomonas_ASV3"	0	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1218"	"BS2-2091-DD-O"	"Halomonas_ASV2"	0.000492644	2091	"yes"	4	1.8	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"1219"	"BS2-2091-HD-A"	"Endozoicomonas_ASV1"	0.073069635	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1220"	"BS2-2091-HD-A"	"Vibrio_ASV4"	0.051575083	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1221"	"BS2-2091-HD-A"	"Halomonas_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1222"	"BS2-2091-HD-A"	"Roseibacillus_ASV1"	0.059864993	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1223"	"BS2-2091-HD-A"	"Photobacterium_ASV1"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1224"	"BS2-2091-HD-A"	"Vibrio_ASV3"	0.033692563	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1225"	"BS2-2091-HD-A"	"Endozoicomonas_ASV2"	0	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"1226"	"BS2-2091-HD-A"	"Enhydrobacter_ASV1"	0.002013264	2091	"yes"	4	1.8	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
